"samples","PGS000212","PGS000213","PGS000214","PGS000215","PGS000216"
"C011287",-0.804659973718225,-1.00300888318183,-0.52247292804308,-0.321817078157097,-0.709472470762336
"C011519",0.0708699865627582,-0.187118000572197,0.491277567079944,0.338098126155855,-0.91646553993195
"C011737",0.905789986656746,0.677354835666832,1.13730946942055,1.41163616398978,0.665602191690901
"C012083",2.24645999640343,0.9313049423964,1.711756210294,1.26504466822799,0.304657339693673
"C012148",-0.217059994594892,-0.064859637240946,0.411015332419049,0.55574096823381,-0.862509140864115
"C012184",-0.557039992701027,-0.502068740753079,0.112810154420152,0.168019757424333,-0.912417143651908
"C012541",1.25139002385549,1.09889603522723,1.73340818903526,1.45097258991325,-0.000285769484565946
"C012543",-0.17661001131055,-0.24699847245562,0.481137800967462,1.43542571091279,-0.489190681036076
"C013157",-0.185260005340676,0.0878215375141573,0.900113458932853,0.596356961118044,-0.244425815961496
"C013221",0.385260000837735,0.0601853732075491,0.771515659580239,0.695464501532274,-0.352733915706221
"C013586",1.15102000944549,1.33734315784065,1.72302925135263,1.53584208199916,1.1395856887216
"C013775",-0.232930010212586,0.128983187013823,1.05424954129545,0.0220682092915045,0.0570012176223878
"C013836",-0.30520999131608,-0.0504574077041777,0.588545660172803,0.292223545868196,-0.213388110763386
"C013929",-0.105330009851603,-0.13419050620655,0.319532149864033,0.436442252016787,-0.236138968935949
"C014050",-1.08786000327324,-0.493813561130528,-0.271863533386952,0.0825954132942728,-0.758773710620797
"C014328",0.0992099950741964,-0.0223472550524714,1.1888644382928,1.70857150473566,1.20989178140113
"C014374",2.16419000493945,1.67477364593235,1.68143222713321,2.31832729382731,1.31603969428202
"C014403",-0.562000005055454,-0.540362383596152,0.157330721303043,0.865696270348956,-1.66430904921725
"C014560",1.13029997214791,1.01788433359628,1.86802654311147,1.59090918736435,0.207299489470131
"C014568",-0.794360017568104,-0.884899167253035,-0.76237473582923,0.294593860897138,0.24105524292111
"C015031",1.60108997548814,1.55058508741157,1.70459822785895,2.47444098518797,1.20239325277286
"C015305",-1.11630001156125,-0.956957329105376,0.240174191548005,0.714090813828235,0.356336374984286
"C015390",-0.547419996708632,-0.843749269164202,0.115010152299048,0.741817406578164,-0.351289375480852
"C015652",-0.384360013848635,-0.610899903501907,0.0124119449946743,0.177079756496906,-0.0608787539207683
"C015657",-0.323859998038971,-0.485485622917583,-0.146092172604145,0.312814939461905,0.515540661897544
"C016313",2.31929000199307,2.10595750561815,3.16506257474604,2.75392858458558,1.2282394916413
"C016361",0.0692600380058863,0.0359111652444398,0.731398652265315,-0.534672939256219,-1.1463784440969
"C016503",1.07684000598616,0.580485658310753,1.5764696563424,1.12814908455059,0.0277835657502063
"C016805",0.527810002383774,0.571621534257392,1.40404514114485,1.59045252853018,0.32546477195608
"C016899",-0.0332200012530652,0.20915978126682,1.14232858737223,1.27383532521238,0.484499080735577
"C017562",-0.0375500110082796,-0.635468400439475,-0.0778011513724426,-0.189476978368141,-0.187091164121153
"C017783",-0.990250018290245,-1.01766635822213,-0.289163691735353,0.0695890557043744,-0.663556907182781
"C018057",2.58358997193514,2.41482152474326,2.9576809578899,2.63063294956365,0.673182732769386
"C018279",1.23740999900503,0.68005280217049,1.56940798982487,0.883576178822994,-0.822543065658652
"C018652",0.790589992232853,0.507901444251951,1.25035060368467,0.180693090198963,-0.14903496343537
"C018705",-0.00291001486126197,0.182918292669389,0.477704653852466,-0.153470372972134,-0.526190613610359
"C018745",1.47793000390753,1.32567764460574,1.80266651844462,1.58019038016223,0.558095226935963
"C018999",1.80137999200611,1.4218415260392,2.48065402796055,1.08191054512634,0.350214832254275
"C019304",0.139890003910987,-0.0374686349665089,1.54347067830799,1.99715419256622,-1.0171666791959
"C019397",0.912280008504169,0.683129268472584,1.17621722165518,2.52338534691467,1.43987213000122
"C019452",-0.534520020521013,-0.260222661076992,0.198164412348194,-0.806089774485497,-0.866729857420958
"C019595",-0.0862800456408888,-0.213379382000337,0.775494957081323,1.57907128992176,-0.449626454649263
"C019604",-0.0753800084930861,-0.0731622191570385,0.552777195264787,1.14914496369356,0.608265931629645
"C021518",1.65483002091176,1.64165925136972,1.87968381644691,0.732307086825553,0.332396004130211
"C021660",0.0169099813920918,-0.481226144396403,0.224605571190779,0.0982730709900534,0.209421845230753
"C022690",-0.451639986652881,-0.367269394707216,0.591610342760937,1.29945440539803,0.343124787584754
"C022694",-0.360690033341526,-0.355065200945343,0.380924442593188,1.03114215623267,0.110032029844615
"C023009",0.0845699904812487,-0.109395910033955,0.745817498445757,0.264137990923652,-0.259880367518981
"C023224",1.74274999555666,1.76675818323737,2.39363659229531,2.0552802341472,0.779842812109591
"C023742",0.550990002959734,0.198816629196085,0.777300339565039,0.548609878318164,-0.196512803913074
"C023897",-0.149839997817761,0.174099608915539,0.683057274667765,0.921442151064362,0.237446386663682
"C024129",1.31193000084371,0.714868493655563,1.19005957235145,0.940356271058702,-0.195367643458534
"C024277",-0.381750001775798,-0.328598890909849,0.626677084734681,1.07023265784177,-0.558757018240493
"C024418",-0.747920021620812,-0.862207088041414,-0.0771245570893997,0.27626528049121,-0.267076604759397
"C024722",-0.230440019242233,0.286985491103393,0.595247514496909,1.02965890011343,0.392090134215852
"C024775",1.12273000326939,0.810888004965228,1.20407444732977,0.920198228342854,0.0938490107342149
"C024833",-0.685739990015282,-0.664413714276453,-0.128221468909523,0.454576174165808,-0.0313022540988507
"C024966",-0.155090013543376,-0.337821400666286,0.106722424273758,0.0392533279005609,-0.655352995476846
"C025914",2.13172999339877,2.10211786349527,2.17535198953743,2.28985642097821,1.11951275307426
"C026302",1.92886000907747,1.71940749658993,2.16561405429974,1.85466989349018,1.15790162491949
"C026568",1.23780999105773,0.499916943320441,1.48774584882177,0.726112024236792,0.59218767370554
"C026609",-1.39170999287395,-0.673784235998671,-0.13730028544295,0.28023971799243,0.082445894821882
"C026903",-0.328629998874385,-0.0265921442757143,0.961358708064797,1.27290949366726,-0.535800990973033
"C027423",-1.38812000671634,-0.682314385204706,0.0377598436490382,1.1990846328434,0.193040565784251
"C028068",2.29079999974579,2.15163853317444,2.86977167837747,3.45810590556074,1.47358149714507
"C028325",0.162409969437868,0.611827693482539,1.10222914516867,1.18340512621575,0.986273180519408
"C028444",-0.417280006489018,0.415780460656716,1.02075757739085,0.871220742341954,0.544181796436552
"C028868",0.587669993101152,0.778977506040335,1.28770955839762,1.48843852773357,0.0635223278876373
"C029081",1.1875100062869,1.07107349787534,1.45606864650389,1.28714636184145,0.218377715054324
"C030023",-1.5330800241197,-1.22533732792599,-0.656256912422923,-0.0206336274883697,-0.0590846736591726
"C030345",0.92601998133934,0.648135628924507,0.722182015160318,0.836329967673508,-0.551169379419391
"C030485",-0.601170001315186,-0.767498038799067,0.0711335068843811,0.249523256604179,-0.52488806832196
"C030523",1.17325996834319,1.20915435190215,1.47654872044696,1.85839081127918,0.657756119925565
"C031130",1.03304999138927,0.774620875728595,1.23461061047549,1.73090272194079,0.0742082975880635
"C031280",-0.142460026132175,0.0265308290613722,0.634189765203775,0.60201360534155,0.0329177803267618
"C031407",0.565070020804417,1.0451214591409,1.30742479047828,1.94703946759659,1.53247898349897
"C031691",0.742820008401758,0.622905675640603,1.26623271490541,1.20490584828498,0.228749186457084
"C031863",0.165899994551436,-0.0991808916881853,0.550323331214556,1.56467537537671,-0.201882010226454
"C032045",-0.0283900073810949,-0.0843100386855715,0.488449499471069,0.520743609953021,0.273846583808099
"C032427",0.864420012363696,1.0106469909768,1.53023611201842,2.1316166718107,1.05727930104345
"C032775",0.961940007016529,0.407048020907923,0.919818472827092,0.871087393653681,0.827161523245632
"C032840",0.197710014996122,-0.257372686699376,0.491664070593187,-0.0853686530976114,-0.801291004795365
"C032892",-0.435980011490175,-0.422505567704701,0.502796933027913,1.00519305135252,0.0799181577218037
"C032938",1.19593000458553,0.804433092460268,1.55358324150268,2.42708421090137,0.726031985183462
"C033152",-0.224300006339328,0.109613760033956,0.516693556359352,1.07401115013083,0.698788441064785
"C033222",-0.272889981541083,-0.661818442105021,-0.320988796999888,-0.390815886384434,-0.387842104899311
"C033266",-0.570179989488097,-0.685016718102317,0.395128483375564,0.796947216770909,-0.277765653406753
"C033496",1.22667999100406,0.849716373785656,1.33168835108002,0.518181547125123,0.0795257110651061
"C033650",1.21521997582517,1.27773921761729,1.80920290551301,1.77818281860686,0.74045420810687
"C033675",-0.232799992226064,0.207938952034639,0.498493386992999,0.499905687626513,0.375953585294196
"C034173",-0.0188499763386799,0.295089572208199,0.693973665878052,1.16077420257326,0.105955634286288
"C034249",0.853139984773005,0.765384441271636,0.671138207330532,0.445372540762675,0.383691089933858
"C034691",-0.137319978968008,0.0171631167346144,0.360748529917722,0.742159797469532,-0.197068128892961
"C036050",0.518880009957358,0.497491650594887,1.51773332987363,1.76753418326507,0.721366227668324
"C036070",1.19801996579161,1.68376241563624,2.16361623580018,2.33087788808505,1.30236138246959
"C036490",0.613680001802278,0.843203930775951,1.22564109591447,0.271716798835177,-0.613803754311049
"C036670",-0.67936000471586,-0.549334495087889,-0.351119860469439,0.250074208207284,-0.876072195920055
"C036736",-0.952819993621669,-0.958512699083935,-0.202493715166787,0.632887836632736,-0.540121114243209
"C037149",-1.14982002762728,-0.811118507869429,-0.381427798556357,-0.211639700116877,-0.705375581978504
"C037713",-0.866579983893315,-0.910694501516253,-0.20725016466443,0.47643079661786,-0.27887167435545
"C038409",-0.920819990155287,-1.61452288977871,-0.911065223326617,0.0121925518405342,-0.524001853087709
"C038427",0.920139997687655,0.654347229702909,1.22198846828889,0.842630702428015,-0.572169828125448
"C038745",1.16362997546094,0.626057394354385,1.81870753906397,0.831257318639055,0.416283675024513
"C039116",-0.477850010055119,0.417139507950123,0.523695028997114,0.413066452869689,-0.338236420560324
"C039146",0.694470013448736,0.363973970834384,1.63303129538887,1.21978977551408,0.599823664620541
"C039961",0.190819991760653,0.0148121124576959,0.867577606926604,0.795709579942499,0.477617333912559
"C040027",0.263389967196854,-0.0241693648525598,0.986306391085935,1.06004324727435,-0.82251167227263
"C040034",0.629110010153383,0.752675188309662,0.781761535684463,0.0523189666912595,0.250697269766418
"C040803",-0.738769999830985,-0.441765785657088,0.124021335391861,-0.233454023546924,-1.42827016228433
"C041192",0.372539955799002,0.46694591852821,0.912286463158826,2.4769929653538,0.66077878927381
"C041361",-0.964399988636143,-0.475024703628182,-0.327385488756693,0.430635034581829,-0.036473467968995
"C042356",-1.57719998175744,-0.856698201824974,-0.610724123206319,-0.351726053040249,-0.922630067208746
"C042448",-0.0204399865842421,0.00800020945461988,0.697353662864954,-0.0129874485773949,0.00541208896378805
"C042654",0.0755799728597058,-0.109640185789354,0.803133276823918,0.432224903897908,0.0872788950951167
"C042669",-0.668100024644519,-1.02597808142123,-0.549647459915214,-0.400327272746237,-1.06929836706696
"C042749",-0.156749989256495,-0.719692488143178,-0.0055683123323786,-0.528461226642328,-0.725642103322841
"C042816",-0.638989994111469,-0.666721113146577,0.0689512483739054,-0.734429191818676,-0.742653756535716
"C043373",1.44061000342248,1.57886299290244,1.99962816344699,2.45541631126868,0.891738383082473
"C043421",1.47445002380526,0.710516525181533,0.903767019076988,0.668369242092089,-0.138178480776832
"C043531",0.229529984734253,0.732148966119486,0.89803535771515,0.848507883494464,-0.166840455569861
"C043759",1.02005001992802,0.649941125917748,1.47764921085285,1.56059013080544,0.744753775759412
"C043783",-0.450019992066083,-0.476277270329861,-0.464889714741354,0.434154100026171,-0.408593830129733
"C043901",0.446190000144997,0.170263392203183,1.35164466678864,1.69614297985518,-0.282208837897429
"C044392",-0.0463999934471214,0.117060175055617,1.28770521449851,1.15379327651261,-0.335948948590807
"C044712",-0.872069988411386,-0.577990022919582,-0.114496359419885,0.379466123465938,0.0216589986813849
"C044798",0.442640007085865,0.447884087553205,1.29004939122831,1.93364014449392,-0.0217019735122709
"C045270",-0.644740016874857,-0.830241277825844,0.212499793614567,0.819262421329525,0.0643507062454964
"C045318",-0.0693500035919714,0.141980176739412,0.218477078264533,1.71309451714053,0.0352524216872646
"C045487",-1.86431001343299,-1.28255042043639,-0.772023585361431,-0.326541734502605,-0.304759028270375
"C045829",0.582579991525273,0.493180103498358,1.18066635932111,1.91853357591313,0.395007198036142
"C045924",0.414340021579993,-0.242241651408088,0.44504724569694,0.89342194825102,-0.555663841957929
"C045984",-0.136820007910719,-0.381580383367613,0.366805614349679,0.468470455867613,0.273352430441889
"C045989",1.30502996995463,1.31375739319046,2.30182232285208,2.08962760716795,0.285236074892584
"C045996",0.800560009018518,0.29626763313472,1.60373197559048,1.29176559944763,0.541418420717826
"C046121",0.60849999791826,0.593465060429568,1.47284410969249,1.94216025265984,0.862644606702155
"C046720",-0.0290699965436932,0.0706856374333158,0.641972926344678,1.03864655702617,0.713464170189735
"C046858",0.761199992254843,0.344525582201188,1.31762302912439,0.411612730574578,0.128575741953019
"C046985",0.642460007374177,0.149057813085202,0.911627824395077,1.08526438001547,-0.276579988759046
"C047116",-0.664400018482698,-0.185854633414704,-0.227581471950643,0.194555207030951,0.206523883978837
"C047141",0.0146700125827914,0.0869027952186119,0.29591053593209,1.04964643904418,0.0327309016473005
"C047193",-1.87899994868436,-1.63505640561691,-1.04524550321187,-0.472949274914118,-1.10934461134865
"C047260",0.998840004856463,1.52081659074733,1.78550168893068,1.68409294488993,1.01757727365693
"C047705",0.44625000235392,0.280249780133896,1.47422971225153,1.62568906628666,-0.935135555915537
"C047816",1.67797997674439,1.49177486365089,1.95425714677695,2.1650058470525,0.304984291550093
"C047866",0.076380019582574,0.0998904947109757,0.746206126489825,1.2113299311205,0.17315793734717
"C047871",0.150389986888041,0.484315391465199,0.79481493250592,1.44354018033643,0.607361329830488
"C048038",1.76091999131953,1.21891240712923,2.1291810810934,1.73111773594493,-0.0210025682804078
"C048094",-2.998680002857,-1.98252208619013,-0.841846584951842,-0.434441904196408,-0.412723791500121
"C048168",0.290360009279107,-0.00703582488845825,0.943966110382031,1.06614446215658,0.352760262855632
"C048537",-0.0327199989918165,-0.358639825652611,0.14350192159989,0.367616817408763,-0.535708251573085
"C048963",-1.13726000209572,-0.925588000068811,0.223257369494054,0.412286515059794,-0.229439131163563
"C049381",0.0889000335091252,0.504980791261696,0.482739902518162,0.441119288131715,-0.0742869214351533
"C049392",1.01214000514243,1.43928256225923,1.95149571561718,1.7177846312495,1.00103924770679
"C049619",0.9018099875981,1.60461889457013,1.48436238071783,1.14984018826954,0.334985488099894
"C049959",0.71296998230857,0.326139458509393,0.572288598584093,1.01475360154484,0.187018695533328
"C050120",-1.727520007618,-0.549438666145627,-0.828112214067172,0.14295766027742,-0.283896796748454
"C050491",2.07529998311307,1.52147352034161,2.15413005261679,3.33534802559136,0.972266663068587
"C051097",0.987630002422956,0.969103335216036,1.74451962719188,1.88732276095493,-0.00915498113459289
"C051184",0.563879989932757,0.71568630501295,1.02281685398963,0.655374202260826,0.870131999513852
"C051356",-0.398149974916593,-0.352320829438764,-0.0714505465344487,0.183684776144324,-0.660865099187573
"C051427",-1.06670000218786,-0.567634387607562,-0.326507593669198,-0.193050764949535,-0.699199699269151
"C051454",0.228490022773626,-0.258127092647692,0.0685091744474882,0.53123810615483,0.0330263168854496
"C051522",-1.78575000833255,-0.931085315638743,-0.550854271833366,0.519569588747178,-0.972782807711825
"C051652",1.35453004164272,0.984082372778541,2.03880081874232,1.65556766458781,1.05091875664965
"C051653",0.283230017087189,0.374950991961166,1.24805064889768,0.914998067747676,0.410384811563228
"C051719",0.869119997892994,0.363642413184849,1.03712234282507,0.210655568414362,0.582795073898784
"C051899",0.562580012269319,0.684757838347001,0.494087019374325,0.554277894230704,-0.0106621997609502
"C052092",-0.800929988195418,-0.596113287643504,-0.479470946083022,0.540468872429379,-0.97157028026133
"C052355",0.22238999755471,0.312327074022119,0.974530261400916,1.88221323614962,0.253761605474465
"C052419",1.61402999134269,1.10249108536723,1.98440187468844,1.33900711718186,0.264898506832334
"C053647",0.207719996162922,-0.24242575441681,0.245204404560948,0.52410296996605,-0.524955423619344
"C054286",0.188650033057199,0.416923034059073,0.987727640630681,1.43325993985662,0.555973200778695
"C054416",0.0829399981850295,-0.243148726415428,0.56894005445062,1.50250051302384,-0.35150813248389
"C054447",-0.560200023193611,0.0667683736059078,0.701065602754693,0.90738122691766,-0.535388580230723
"C054450",-0.267850001177288,-0.0230574969534857,0.721907771274069,0.880407907483579,-0.0723639993962621
"C054878",-1.92385001314687,-1.6967935231418,-1.13861350500892,-0.297741117791516,-0.908746508571922
"C054917",-0.270930009535513,-0.0078234674861435,0.44118843363106,0.933163352039605,0.548606902811746
"C055076",0.963149986413776,0.981937008374434,1.18207969733107,1.69388661482004,0.429317693227465
"C055107",0.384179999177577,-0.0846119138851242,0.769665367530219,0.7104507467522,-0.152150583340419
"C055421",0.317599989657758,0.214301520864428,0.822410515647445,0.853723839864922,0.185008255008867
"C055945",0.764689993878126,0.783467610339551,1.52980694328556,1.77263447638596,0.397258508371121
"C056306",1.11650999760372,1.6326298700515,1.34314339987361,1.75533424209596,0.542087497259897
"C056424",0.248659992227332,-0.0759502657577806,0.739523838739842,0.0977471555868481,-0.942025001206659
"C056478",-0.231219996970615,0.242574437379419,0.205208253632033,0.389628317040845,-0.191803772390981
"C056507",1.11408997492632,1.15654260674555,1.07000783075712,1.28273279376429,0.533477220289849
"C056625",0.699049994089876,-0.268544281063248,0.318301190343973,0.504345889108645,-0.123007499959211
"C056654",-0.661129980351544,-0.00822886279691601,0.680973597548729,0.514181608745132,-0.2884563213466
"C056756",0.935730011786801,1.18828860740153,1.48310397232906,1.12283676445085,0.0387882290393778
"C056889",-1.15269003944239,-1.00975897200975,-0.481719966390864,-0.144863745809778,-0.936882290024964
"C057987",0.42840996979503,-0.141136220520982,0.795124254572377,0.972028972680491,0.386951517962925
"C058030",0.101890003706794,0.396841239387079,0.91827955552121,1.51440439650003,0.430306808542384
"C058204",0.44480999384774,0.478525714749705,0.719944024372105,1.48164579664775,0.338828634825229
"C058228",0.699760000170209,0.751129843857902,1.60602919093725,1.13500687742098,1.30603481491614
"C059058",-1.24842998498702,-1.47255658793914,-0.962868719536502,-0.571167904575468,-1.23965745601836
"C059081",1.99475000905455,2.11714696332889,2.38480234380603,2.19917312981662,1.33942018639362
"C059122",0.467449994379421,1.00087493390385,1.57441153799459,2.44624388978345,1.54396456153857
"C059140",0.154050013582454,0.283960238476914,1.07974761075196,1.60107198104171,1.04545162758286
"C059263",0.63345999722602,0.914952267542946,1.35268697305641,1.53620387138431,1.13290625841191
"C059603",-0.729660058190347,0.25931121455944,0.778599779207414,0.891320587024746,0.34289600959179
"C060022",-0.780099977607606,-0.707704468471684,-0.0199944612602371,1.31100953075979,0.659007539156495
"C060620",-0.716550012355438,-0.0343343309257449,0.343758922533852,0.650438097295264,-0.532222780095534
"C060820",0.605739999170179,0.596496600744461,1.15337594297147,1.85512937110899,0.328342053428057
"C061054",0.331419982997458,0.0795810096922625,0.926694195084374,1.12391759324089,0.631683443081227
"C061117",-0.591400014064275,-0.183474202976307,0.896019181119564,0.598292100549485,-0.399600093704654
"C061433",0.267889987902017,0.12066438452708,1.04599731302288,0.312134778112898,-0.195220227246406
"C061604",0.779760008378654,0.896824619447351,1.23435161246302,0.643810804239909,-0.168667507113454
"C061792",-1.11146000034758,-0.657540250082282,-0.166552064579418,0.309446839596707,0.320378785719894
"C061850",1.29555999227567,1.60765917337699,1.23009704555514,0.99120031883139,-0.130077703955855
"C061885",1.5515000079514,1.50623679791928,1.38363837790469,1.46300389149861,0.0252827864042157
"C062037",1.49698998433072,1.09267631641323,1.70930205189015,1.22680284391037,0.0868748957762053
"C062238",-1.05971997180954,-0.784584997779909,-0.746037946837201,-0.839276804842592,-1.10060288650619
"C062810",0.350760001741582,0.518814230340306,0.990572321532944,1.1409128558971,0.120846949313566
"C063108",0.088519991706126,-0.0433974961846493,0.360745940952113,-1.12924657716105,-1.01593786452746
"C063181",-0.352310009030625,-0.190005225223934,0.29246999420167,0.776867878251402,-0.276189324763212
"C063303",2.4668600045261,2.11208862841822,2.27493613447462,3.10724767714215,1.67972676056741
"C064124",0.32259998311871,0.0840563536126677,0.987791071041707,1.24424872320291,-0.0557811510309157
"C064262",-1.1364699981967,-1.2597824374643,-0.863725108096084,-0.771743049125881,-0.941358982667876
"C064401",0.882970009546263,0.62727440219341,1.20134366514759,0.691552837838933,0.25715812448073
"C064551",-0.0174199989647601,0.881491652660813,0.909530955555217,0.893799678971754,0.782581871617865
"C064701",0.109799990975298,0.194147443540987,0.531847380298186,0.521293216269496,-0.0579709225834528
"C065105",-0.00935996690997917,-0.282744942642224,0.176620077599311,0.778416950364052,-0.000654972619598358
"C065524",0.0434099657007032,0.304443743674457,0.686380765596652,1.32718847313527,-0.0592841047556699
"C065744",0.332510032628196,0.922374244650698,0.397629068167677,0.552079556936025,0.521063737798013
"C065840",-0.329299998276398,-0.433152040423107,0.686320225729486,0.811617291955855,-0.739004901960321
"C065899",1.10153999736882,0.891074274990613,1.14743166539526,1.88187188397186,0.495393015738853
"C066102",-0.18794998655212,-0.278060036632129,0.605847363919795,0.446636158420413,-0.661007451347764
"C066717",0.380679967878388,0.213345233351487,0.535376212336385,0.563836331005355,-0.00687560065319608
"C066867",0.874440011446132,0.490086987006009,0.876470133650108,0.47470651573108,-0.0143806200341901
"C066872",0.720160010030959,0.814555868525287,0.852400727800089,1.10200604329204,0.285538254713625
"C067253",-1.13332999537932,-0.845135319103847,-0.67441523508532,-0.28635560630225,0.294297632990746
"C068185",-0.43966001401539,0.287032073145302,0.798756180956581,1.18402884975765,0.348104885939296
"C068515",-0.130620008534753,0.00750039562699003,0.118668382350613,-0.0326193170071434,-0.987249351106379
"C069007",-0.221330024546477,-0.376036903563828,0.199459774038655,0.076426568968566,0.378130215060203
"C069066",0.151150005189702,0.0233775085811043,0.539104683672754,0.315317191721731,-0.351553769869707
"C069076",-0.136139966438058,0.550833590670919,0.936283607526831,1.60949620846024,-0.179370511549485
"C069180",0.774949988793813,0.667404253633331,1.0709588368413,0.786940362329016,-0.799065809570738
"C069304",1.5340300013707,1.49412203171532,1.76515481048305,1.12978151196955,-0.408703360566546
"C070356",1.20596999651054,0.848736591240397,1.80352206272498,2.03502393335292,0.704106596220163
"C070754",0.0538000119070082,-0.107184465261161,0.278357529712134,0.813382581537506,1.19870160186369
"C070796",-0.190200025101664,-0.102821659870587,1.07190533008853,1.3162844170135,0.483856678044238
"C071361",2.16997002501157,1.83335070614588,2.29255154043166,1.4897183933863,-0.00738974746740846
"C071490",-0.603080000515329,-0.355999578050994,0.115436216081563,1.21242497732561,0.0925692016460252
"C072103",0.493680004723139,0.11315754277089,0.831375906960576,0.733256083433056,0.182819939771061
"C072548",0.708949986045481,0.563361823589534,1.07340661549464,1.62112785254107,0.930008334202214
"C072689",-0.293630006442546,-0.341181812558897,0.269607941581115,0.657809937475303,-0.378157320263369
"C072849",0.306089979705867,0.687899253080657,1.79735892016057,1.34870793950276,0.653807772821166
"C072888",0.0184899896977032,0.298844235302638,0.807490902657451,1.51848690933744,-0.190360036732852
"C072948",0.557089987902436,0.227128564737556,0.900348454341515,1.20331878092312,0.326686809199702
"C073326",-0.204659981479637,0.185813481124067,0.402674064430997,1.43212045189768,-0.388901570511534
"C074955",0.554709994023433,1.20410351922384,1.74091205596872,1.41708629930164,0.232756109826413
"C075471",1.64501997789834,1.7789142297391,1.70859028199328,1.53232491544341,0.511487240972363
"C075561",1.02932000582922,-0.0465251803608319,0.737591440849764,1.13073357812059,-0.323031178839162
"C075895",-1.01622001695913,-1.52417817073173,-1.05323990197935,-0.314309243379755,-0.632339414565272
"C076029",-0.481940004581119,-0.500310313605198,0.430890932401873,0.123693673262971,-0.165541446769985
"C076287",0.387149969668828,-0.0829341319446295,0.618673786845537,0.675645601947466,-0.425298104712765
"C076329",-0.104889981943412,0.265845940068045,0.762546382624365,0.331528340531411,0.577865321325673
"C076378",-0.858189992582192,-0.942729167076206,0.0693459144082165,-0.227395999265264,-0.766330841919837
